image_path,image_name,prompt,blip_caption,clip_similarity_prompt,clip_similarity_caption,similarity_diff
/content/images/part-000002/a5009f90-c8db-40de-86e3-13e5c63811c4.png,a5009f90-c8db-40de-86e3-13e5c63811c4.png,"a portrait of a panda portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a panda bear with a black and white face,30.03125,33.03125,-3.0
/content/images/part-000002/5a1aa832-8deb-4f4b-921e-4da622323eef.png,5a1aa832-8deb-4f4b-921e-4da622323eef.png,portrait of louis xvi ; gustave dore ; romanticism ; ,a black and white photo of a man in fur coat,27.40625,29.734375,-2.328125
/content/images/part-000002/a6d52000-6be7-4fa6-ab0b-a409b7c11be6.png,a6d52000-6be7-4fa6-ab0b-a409b7c11be6.png,"a portrait of a snake portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a snake with a snake ' s head on it ' s back,22.421875,29.078125,-6.65625
/content/images/part-000002/8a8444f2-cdfa-4835-b419-bec2df7c1c7a.png,8a8444f2-cdfa-4835-b419-bec2df7c1c7a.png,king arthur on a date with a squirrel ,a man sitting next to a squirrel eating something,34.15625,30.734375,3.421875
/content/images/part-000002/909ef28d-4492-4ab3-af03-fa91373b29af.png,909ef28d-4492-4ab3-af03-fa91373b29af.png,"a portrait of a lion portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a lion with a big mane and a big mane,26.140625,27.703125,-1.5625
/content/images/part-000002/402c81f0-b207-439d-a26a-87e863dba459.png,402c81f0-b207-439d-a26a-87e863dba459.png,"a spaceship landing at tokyo spaceport, 1 7 th century woodcut ",a drawing of boats in the water,32.0625,30.671875,1.390625
/content/images/part-000002/7092a00b-03be-4227-96f6-2150f9d4c92f.png,7092a00b-03be-4227-96f6-2150f9d4c92f.png,"a portrait of a black tiger portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a tiger with a very big face,30.890625,29.734375,1.15625
/content/images/part-000002/52a07143-2e31-4983-85f9-ca06447f1932.png,52a07143-2e31-4983-85f9-ca06447f1932.png,"this all ends in fire and scorching dust, comet, night, 8 k, cinematic, photorealistic, dreamy, dark ",a large green moon,28.859375,27.171875,1.6875
/content/images/part-000002/1c3881e6-2f53-4017-a61c-31c749df68bc.png,1c3881e6-2f53-4017-a61c-31c749df68bc.png,"anna from frozen, 3 panel comic scene graphic novel layout photorealistic graphic novel by michael komarck, greg rutkowski, victo ngai, artgerm, willem claesz heda and j. dickenson roger deakins ",a col of a bunch of different pictures,39.53125,24.296875,15.234375
/content/images/part-000002/ad2a232b-6cd0-4826-bc26-e36ed4419ec8.png,ad2a232b-6cd0-4826-bc26-e36ed4419ec8.png,"a hyperrealistic photograph of a man with a feminine face, feminine face, female face structure, very beautiful face, very detailed eyes, sexy ",a woman with a black lip and a white face,28.890625,26.828125,2.0625
/content/images/part-000002/6e1ea7f6-7953-4f7b-b303-f0caad975c4e.png,6e1ea7f6-7953-4f7b-b303-f0caad975c4e.png,"a sci - fi cyberpunk rollercoaster, cinematic, dramatic, high - speed photograph ",a close up of a futuristic looking room,29.625,29.703125,-0.078125
/content/images/part-000002/3a304e6e-1195-40a9-afe5-fd311362c3ee.png,3a304e6e-1195-40a9-afe5-fd311362c3ee.png,"a portrait of a panther portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a painting of a cougat,30.78125,23.34375,7.4375
/content/images/part-000002/bc9ecb0a-afed-492b-99a0-e39fa43107da.png,bc9ecb0a-afed-492b-99a0-e39fa43107da.png,"anna from frozen, 3 panel comic scene graphic novel layout graphic novel by michael komarck, greg rutkowski, victo ngai, artgerm, willem claesz heda and j. dickenson roger deakins ",a series of illustrations of a forest scene,40.21875,26.484375,13.734375
/content/images/part-000002/46216765-5cb5-4369-9de4-34505d453ae9.png,46216765-5cb5-4369-9de4-34505d453ae9.png,"a gauguinesque, kitchen oil painting of pink flowers on a table top and a silver vase by edouard vuillard, flickr, cloisonnism, fauvism, studio portrait, painterly ",a painting of a vase of flowers on a table,36.53125,34.5625,1.96875
/content/images/part-000002/1e351c57-aad4-4f2f-95ad-23f7c181219b.png,1e351c57-aad4-4f2f-95ad-23f7c181219b.png,"supercalifragilisticexpialidocious hyperrealistic, artery ",a red blood vein on a blue background,21.8125,32.15625,-10.34375
/content/images/part-000002/d1adf923-26ce-4d28-8666-57236a1d6cf8.png,d1adf923-26ce-4d28-8666-57236a1d6cf8.png,dashcam footage of a cyberpunk alley ,a street with a broken wall and a broken window,27.84375,24.0625,3.78125
/content/images/part-000002/564006db-46a0-40fd-b996-2dfdcf4efd1a.png,564006db-46a0-40fd-b996-2dfdcf4efd1a.png,"a portrait of a parrot portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a bird with a red eye,31.4375,29.84375,1.59375
/content/images/part-000002/b6a4ca3e-d98d-4d1b-af97-d54f47806491.png,b6a4ca3e-d98d-4d1b-af97-d54f47806491.png,elon musk in a maid outfit ,a blur of a person,24.203125,24.25,-0.046875
/content/images/part-000002/7b6a0ff8-a89c-4532-af3c-3c83451d96d2.png,7b6a0ff8-a89c-4532-af3c-3c83451d96d2.png,supercalifragilisticexpialidocious hyperrealistic ,the cover of the book super spectacular,28.5,35.96875,-7.46875
/content/images/part-000002/fb77332e-dc84-4ac9-9d65-fe9c99cd1eb6.png,fb77332e-dc84-4ac9-9d65-fe9c99cd1eb6.png,"a portrait of an elephant portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",an elephant with two elephants in the background,31.0625,29.359375,1.703125
/content/images/part-000002/ed10db3a-3766-4c65-b53a-e78bf6e608ff.png,ed10db3a-3766-4c65-b53a-e78bf6e608ff.png,"a gauguinesque, cerise painting of colorful flowers sitting in a small red vase with blue background by gabriele munter, flickr contest winner, post - impressionism, fauvism, painterly, impressionism ",a painting of flowers in a blue vase,37.40625,33.90625,3.5
/content/images/part-000002/e1dfd60b-2d2d-4d54-ba86-22ee6e8dad36.png,e1dfd60b-2d2d-4d54-ba86-22ee6e8dad36.png,an epic 3 d mattepainting and photobash of a massive cyberpunk tokyo of alien civilization with style of futuristic and hyper - realist and post apocalypse including nuclear war and daylight and interstellar with scifi blockbuster cg vfx concept art riot cinematic bio hazard soviet by zdislaw beksinski and fvckrender and visualdon trending on cgsociety unreal engine 5 ,a futuristic city with lots of buildings and lights,31.09375,28.203125,2.890625
/content/images/part-000002/67dc5429-3c4c-4d6c-a1ca-70b3a0d5800c.png,67dc5429-3c4c-4d6c-a1ca-70b3a0d5800c.png,"a portrait of a sloth portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a sloty slot slot slot slot slot slot slot slot slot slot slot slot slot slot slot slot slot slot,33.5,22.34375,11.15625
/content/images/part-000002/a52ae51f-f2a5-4696-a226-d0c35c5f95f8.png,a52ae51f-f2a5-4696-a226-d0c35c5f95f8.png,an epic 3 d mattepainting and photobash of a massive cyberpunk tokyo castle of alien civilization with style of futuristic and hyper - realist and post apocalypse including nuclear war and daylight and interstellar with scifi blockbuster cg vfx concept art riot cinematic bio hazard soviet by zdislaw beksinski and fvckrender and visualdon trending on cgsociety unreal engine 5 ,a futuristic city with a futuristic looking building,36.9375,28.453125,8.484375
/content/images/part-000002/54ea35bf-ad1c-4279-9f39-2f5b860249ac.png,54ea35bf-ad1c-4279-9f39-2f5b860249ac.png,"cat - like alien, photorealistic, 8 k photograph ",a cat with green eyes looking at the camera,30.796875,31.671875,-0.875
/content/images/part-000002/a341f366-ae1b-49ee-bd42-b64ef5631a4f.png,a341f366-ae1b-49ee-bd42-b64ef5631a4f.png,"gauguinesque, floral. there are flowers in the blue vase on this table top, by gabriele munter, pixabay contest winner, fauvism, fauvism, picasso, painterly ",a painting of flowers in a vase and a bowl,37.0,35.40625,1.59375
/content/images/part-000002/8db74f8e-3c66-4469-be74-e756bab6dc61.png,8db74f8e-3c66-4469-be74-e756bab6dc61.png,"a portrait of a zebra portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a zebra with a black and white stripe,29.3125,32.6875,-3.375
/content/images/part-000002/1af26b37-5a34-4fcd-bdf2-a3f44561f912.png,1af26b37-5a34-4fcd-bdf2-a3f44561f912.png,"a portrait of a zebra portrait, cute and adorable, pretty, beautiful, art portrait, matte fantasy painting, deviantart, super detailed eyes, super detailed, nose, super detailed, eyes, artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic ",a zebra ' s head,26.75,31.5,-4.75
/content/images/part-000002/f5a1d5d0-61b9-422b-86e8-182bf0b36a5d.png,f5a1d5d0-61b9-422b-86e8-182bf0b36a5d.png,"gauguinesque, botanical. the flowers are sitting on a pink table cloth next to an orange and two other colorful fruit, by gabriele munter, flickr contest winner, fauvism, fauvism, picasso, painterly ",still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life,36.375,25.40625,10.96875
/content/images/part-000002/eb4b8c42-76ad-4b6f-bff8-59a064c28259.png,eb4b8c42-76ad-4b6f-bff8-59a064c28259.png,"boy's love anime modern high school classroom in winter clear day, expert high detail concept art, perfect proportions fine - face, vivid colors, photorealistic shaded lighting poster ilya kuvshinov, katsuhiro, jeremy lipkin and michael germash, makoto shinkai, wlop loish and clamp style, trending on art station, best selling artist ",a group of people sitting at desks in a classroom,35.59375,30.0625,5.53125
/content/images/part-000002/f4b4cc06-e1a6-47d1-ac63-8845bb187f22.png,f4b4cc06-e1a6-47d1-ac63-8845bb187f22.png,"painting by sargent and leyendecker and greg hildebrandt, apollinaris vasnetsov, savrasov levitan polenov, studio ghibly style mononoke, huge old ruins giovanni paolo panini, middle earth above the layered low clouds waterfall road between forests big lake wide river trees sunrise sea bay view faroe azores overcast storm masterpiece ",a painting of a tree in the middle of a lake,30.515625,27.15625,3.359375
/content/images/part-000002/6091da34-322c-4b9d-adbb-de82bd9f2a88.png,6091da34-322c-4b9d-adbb-de82bd9f2a88.png,"a gauguinesque, impressionist painting of flowers and fruit on a table cloth on a cloth, by alexej von jawlensky, trending on flickr, fauvism, fauvism, picasso, painterly ",a painting of fruit in a blue bowl,33.5625,33.5625,0.0
/content/images/part-000002/ea43e7ca-309c-4e2e-b56a-f395f2728d0b.png,ea43e7ca-309c-4e2e-b56a-f395f2728d0b.png,"painting by rhads, sargent and leyendecker and greg hildebrandt, apollinaris vasnetsov, savrasov levitan polenov, studio ghibly style mononoke, huge old ruins giovanni paolo panini, middle earth above the layered low clouds waterfall road between forests big lake wide river trees sunrise sea bay view faroe azores overcast storm masterpiece ",a painting of a landscape with a sunset in the background,28.375,27.6875,0.6875
/content/images/part-000002/c9e94e34-f30c-4060-9741-5bc46f1368cf.png,c9e94e34-f30c-4060-9741-5bc46f1368cf.png,a minimalistic butterfly skull symbol logo icon ,a butterfly icon on a gray background,35.875,35.125,0.75
/content/images/part-000002/ca36a58c-88d8-42d1-9a44-bc870a81de0e.png,ca36a58c-88d8-42d1-9a44-bc870a81de0e.png,"anime girl with muscles, highly detailed, muscular, very beautiful face, digital art, pixiv fanbox, artstation, by greg rutkowski, wlop, miyazaki hayao ",a woman with long hair and a long dress,24.734375,24.25,0.484375
/content/images/part-000002/c40f9d7e-8dba-41bf-826c-5a791e422a8c.png,c40f9d7e-8dba-41bf-826c-5a791e422a8c.png,"a gauguinesque, impressionist oil painting of a potted fruit and apples on a table by alexej von jawlensky, flickr contest winner, fauvism, fauvism, picasso, painterly ",a painting of apples and a bowl of apples,35.125,36.6875,-1.5625
/content/images/part-000002/73baa088-6686-45bd-a889-6ed3bb8b675e.png,73baa088-6686-45bd-a889-6ed3bb8b675e.png,beach wallpaper ,tropical beach with palm trees and blue sky,28.078125,32.3125,-4.234375
/content/images/part-000002/fbcb0c71-0836-4c96-9fef-91aab338109b.png,fbcb0c71-0836-4c96-9fef-91aab338109b.png,"carnival performers, eerie, black and white photo, historic, realistic, highly detailed, 1 8 0 0 s ",three women in fancy dresses and hats,31.71875,30.765625,0.953125
/content/images/part-000002/1842582c-9384-494c-8a0e-01a8e316960d.png,1842582c-9384-494c-8a0e-01a8e316960d.png,"a gauguinesque, plumping painting of apples and pitcher on table in room with green background by paul cezanne, flickr contest winner, fauvism, fauvism, picasso, painterly ",still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life still life,34.125,26.359375,7.765625
/content/images/part-000002/bf97cefa-6584-42cb-ace2-5a7e7e7ad29c.png,bf97cefa-6584-42cb-ace2-5a7e7e7ad29c.png,"painting by rhads, sargent and leyendecker and greg hildebrandt, apollinaris vasnetsov, savrasov levitan polenov, studio ghibly style mononoke, huge old ruins giovanni paolo panini, middle earth above the layered low clouds waterfall road between forests big lake wide river trees sunrise sea bay view faroe azores overcast storm masterpiece ",a painting of a tree on a hill,28.59375,27.671875,0.921875
/content/images/part-000002/d7a9bc81-cd64-4482-ad4c-ff41e8122fad.png,d7a9bc81-cd64-4482-ad4c-ff41e8122fad.png,"two squirrels playing fencing by greg rutkowski and thomas kinkade, trending on artstation, 3 d render octane ",two squirrels are standing on their hinds,30.046875,30.609375,-0.5625
/content/images/part-000002/23fdcc55-fd52-4a91-8149-497120d8f9a1.png,23fdcc55-fd52-4a91-8149-497120d8f9a1.png,a scubadiver floating in the sky ,a person in a wet suit is swimming in the ocean,31.78125,29.171875,2.609375
/content/images/part-000002/20b36e82-a994-4c8a-b0a8-77697fdecc02.png,20b36e82-a994-4c8a-b0a8-77697fdecc02.png,"carnival performers, eerie, black and white photo, historic, realistic, highly detailed, 1 8 0 0 s ",a group of people dressed in fancy costumes,32.84375,33.625,-0.78125
/content/images/part-000002/8d6df71c-e584-4716-a4dc-88f91cb73101.png,8d6df71c-e584-4716-a4dc-88f91cb73101.png,"a gauguinesque, painterly painting that depicts apples in a black jug and a cat by cezanne, pixabay contest winner, fauvism, fauvism, oil on canvas, acrylic art ",a painting of apples and pears on a table,30.890625,34.65625,-3.765625
/content/images/part-000002/107d7d98-09b3-4a8f-8dd1-8f72a97a3c42.png,107d7d98-09b3-4a8f-8dd1-8f72a97a3c42.png,"a gauguinesque, painterly painting that depicts apples in a black jug and a cat by cezanne, pixabay contest winner, fauvism, fauvism, oil on canvas, acrylic art ",a painting of apples and a bottle on a table,31.09375,32.0625,-0.96875
/content/images/part-000002/0e7b74aa-d8a5-4e76-99f8-0e3b9591d4ee.png,0e7b74aa-d8a5-4e76-99f8-0e3b9591d4ee.png,"fallout 4 shelter cosplayer big breasts girl, digital illustration, full symmetry, maximalist, sharp focus, realistic, smooth face, perfect eyes, wide angle, sharp focus on eyes, 8 k high definition, insanely detailed, intricate, elegant, by ruan jin, by mandy jurgens, by artgerm, william - adolphe bouguerea ",a woman with a black dress and a black jacket,26.890625,19.359375,7.53125
/content/images/part-000002/6784cbb1-3941-4738-93fd-cb64de35f159.png,6784cbb1-3941-4738-93fd-cb64de35f159.png,"blue dragonborn artificer, by ismail inceoglu, character portrait, detailed, dungeons and dragons ",a character with a blue light on his chest,28.0,31.6875,-3.6875
/content/images/part-000002/3005e4a8-f211-4ac7-9808-7f9d02fe4d0f.png,3005e4a8-f211-4ac7-9808-7f9d02fe4d0f.png,"a gauguinesque, impressionistic painting of apples and other fruit on a blue cloth by paul cezanne, pixabay contest winner, post - impressionism, fauvism, picasso, impressionism ",a blury background with a red and yellow light,23.40625,25.390625,-1.984375
/content/images/part-000002/28e52b14-61fa-43a3-9b28-51cc70c6834f.png,28e52b14-61fa-43a3-9b28-51cc70c6834f.png,"a gauguinesque, impressionistic painting of apples and other fruit on a blue cloth by paul cezanne, pixabay contest winner, post - impressionism, fauvism, picasso, impressionism ",apples and blue cloth,32.125,32.375,-0.25
/content/images/part-000002/6d00fbe9-4a52-480c-9e8e-5eb0a3b3a87f.png,6d00fbe9-4a52-480c-9e8e-5eb0a3b3a87f.png,an modern brazilian hotel lobby ,a large lobby with a lot of furniture,31.59375,29.28125,2.3125
/content/images/part-000002/f20283bb-18c9-43e6-a1e5-5c3f97426c56.png,f20283bb-18c9-43e6-a1e5-5c3f97426c56.png,"concept art of giant translucent glowing jellyfishes, lovecraftian divers helmet, lots of teeth, melting horror, round moon, rich clouds, fighting the horrors of the unknown, high resolution, very detailed, volumetric light, mist, grim, fine art, decaying, textured oil over canvas, epic fantasy art, very colorful, ornate, anato finnstark ",a painting of a man with a giant head and a giant head,33.6875,23.46875,10.21875
/content/images/part-000002/9850383f-1b20-4599-b05d-96beec7a7ed3.png,9850383f-1b20-4599-b05d-96beec7a7ed3.png,"a plumping, impressionistic painting of apples on a blue cloth near other apples by paul cezanne, pixabay contest winner, post - impressionism, fauvism, oil on canvas, painterly ",a painting of apples and a blue cloth,33.65625,36.09375,-2.4375
/content/images/part-000002/33e89cfd-38ea-4eae-a183-e06f5ca852ca.png,33e89cfd-38ea-4eae-a183-e06f5ca852ca.png,"painting by rhads, sargent and leyendecker and greg hildebrandt, apollinaris vasnetsov, savrasov levitan polenov, studio ghibly style mononoke, huge old ruins giovanni paolo panini, monochrome, middle earth above the layered low clouds road big lake wide river coast sea bay view faroe azores overcast storm masterpiece ",a painting of a house on a cliff,30.546875,27.765625,2.78125
/content/images/part-000002/083f9055-bd1a-4fa4-91a0-cb44749e0bcf.png,083f9055-bd1a-4fa4-91a0-cb44749e0bcf.png,"audi rs 6 driving on a road in the alps, black ink manga drawing ",audi audi wallpapers audi wallpapers audi wallpapers audi wallpapers audi wallpapers audi wallpapers audi wallpaper,29.796875,31.84375,-2.046875
/content/images/part-000002/deefd76a-f68f-4b4e-8070-a8ba1ab4caee.png,deefd76a-f68f-4b4e-8070-a8ba1ab4caee.png,"a gauguinesque, russet oil painting on canvas shows four red apples and two blue cloth by cezanne, featured on flickr, post - impressionism, fauvism, picasso, impressionism ",a blury background with a blury effect,23.171875,23.6875,-0.515625
/content/images/part-000002/1718667e-b403-4b55-9b4e-97546ad9f078.png,1718667e-b403-4b55-9b4e-97546ad9f078.png,"painting by rhads, sargent and leyendecker and greg hildebrandt, apollinaris vasnetsov, savrasov levitan polenov, studio ghibly style mononoke, huge old ruins giovanni paolo panini, monochrome, middle earth above the layered low clouds road big lake wide river coast sea bay view faroe azores overcast storm masterpiece ",a painting of a castle on a hill,28.671875,27.8125,0.859375
/content/images/part-000002/a6bc0618-eecc-4c5b-968b-5536915725cb.png,a6bc0618-eecc-4c5b-968b-5536915725cb.png,"a gauguinesque, russet oil painting on canvas shows four red apples and two blue cloth by cezanne, featured on flickr, post - impressionism, fauvism, picasso, impressionism ",a blury image of a group of people,22.8125,26.0,-3.1875
/content/images/part-000002/f9d8d5f3-7aee-4489-af37-296917ac0f30.png,f9d8d5f3-7aee-4489-af37-296917ac0f30.png,evil cat designed by minecraft ,a pixel pixel with a yellow and black face,29.484375,32.9375,-3.453125
/content/images/part-000002/05e43178-3d31-4c20-9a8c-f0fb6a80fded.png,05e43178-3d31-4c20-9a8c-f0fb6a80fded.png,"a gauguinesque, russet oil painting on canvas shows four red apples and two blue cloth by cezanne, featured on flickr, post - impressionism, fauvism, picasso, impressionism ",a blury background with a blury effect,24.25,23.453125,0.796875
/content/images/part-000002/fd15f787-9d74-40ca-8a3e-e4408be8b2c2.png,fd15f787-9d74-40ca-8a3e-e4408be8b2c2.png,"a gauguinesque, russet oil painting on canvas shows four red apples and two blue cloth by cezanne, featured on flickr, post - impressionism, fauvism, picasso, impressionism ",a blury background with a blury effect,24.25,23.453125,0.796875
/content/images/part-000002/cf81587d-6775-459a-ad6c-67fede742a44.png,cf81587d-6775-459a-ad6c-67fede742a44.png,"detailed realistic beautiful gothic moon goddess face portrait by jean delville, gustave dore, iris van herpen and marco mazzoni, art forms of nature by ernst haeckel, art nouveau, symbolist, visionary, gothic, neo - gothic, pre - raphaelite, fractal lace, intricate alien botanicals, ai biodiversity, surreality, hyperdetailed ultrasharp octane render ",a black and white photo of a person in a dark room,24.3125,22.203125,2.109375
/content/images/part-000002/cdcd72e1-6b9c-4348-9d06-c90ed67ccd27.png,cdcd72e1-6b9c-4348-9d06-c90ed67ccd27.png,"an industrial sci fi geometric temple lab room, a sculpture of a icosahedron holographic iridescent luminescent mandelbulb floating, marble sculptures of people surrounding, by moebius, by simon stalenhag, by andrew jones, by julius horsthuis, epic composition, sci - fi, ethereal, surreal, cinematic, 8 k, unreal engine, volumetric lighting ",a room with broken glass walls and a table,31.75,24.078125,7.671875
/content/images/part-000002/9f2e8da6-557e-4a99-8c16-075a9ed27a18.png,9f2e8da6-557e-4a99-8c16-075a9ed27a18.png,evil cat in the style of bound video game ,a black cat with green eyes sitting on the ground,30.5,32.1875,-1.6875
/content/images/part-000002/508a5624-e6b7-4560-96b2-33be4536f875.png,508a5624-e6b7-4560-96b2-33be4536f875.png,"a gauguinesque, russet painting of apples on a cloth cloth is sitting down by cezanne, featured on flickr, post - impressionism, fauvism, picasso, impressionism ",a painting of apples in a bowl,33.6875,32.125,1.5625
/content/images/part-000002/5eb23340-f277-4dc8-9267-009953a602a0.png,5eb23340-f277-4dc8-9267-009953a602a0.png,"industrial sci fi geometric lab room, sculpture of a icosahedron holographic iridescent luminescent mandelbulb floating, marble sculptures of people surrounding, by moebius, by simon stalenhag, by andrew jones, by julius horsthuis, ethereal, cinematic, 8 k, unreal engine, volumetric lighting, white black blue purple yellow green ",a room with many different colored shapes,29.0,25.515625,3.484375
/content/images/part-000002/1182a879-3559-46cd-840d-13f08977307a.png,1182a879-3559-46cd-840d-13f08977307a.png,"an astronaut meeting an octopus humanoid, alien forest landscape, cinematic, establishing shot, motion blur, 4 k ",a man in a white suit and helmet standing in a forest,33.3125,28.078125,5.234375
/content/images/part-000002/96988a7f-f3d0-4240-b5db-0bcc637fb429.png,96988a7f-f3d0-4240-b5db-0bcc637fb429.png,"high schoolgirl sit in a cozy school classroom at dusk - dramatic cozy poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ",a girl sitting at a desk with a book,31.625,31.1875,0.4375
/content/images/part-000002/3c876edc-fff5-4d9f-8e3d-71819b09df4f.png,3c876edc-fff5-4d9f-8e3d-71819b09df4f.png,evil cat inspired by snipperclips ,a cat with a heart on its chest,31.3125,23.21875,8.09375
/content/images/part-000002/59ef7d22-8bfe-4f62-9ffc-2ef756d779a1.png,59ef7d22-8bfe-4f62-9ffc-2ef756d779a1.png,"an astronaut meeting an alien lizard humanoid, alien forest landscape, cinematic, establishing shot, motion blur, 4 k, photorealistic ",a lizard and a lizard are fighting in the desert,33.375,30.0625,3.3125
/content/images/part-000002/a5b00024-8f2b-4b9c-9e04-6c5570d810ac.png,a5b00024-8f2b-4b9c-9e04-6c5570d810ac.png,"kodak portra 4 0 0, wetplate, muted colours, 1 9 3 0 s award winning colour portrait of a blue white striped pillow leaning against the wall by saul leiter, insanely detailed, insanely intricate, depth of field, blueberry ",a man with a nose on a striped wall,28.40625,29.875,-1.46875
/content/images/part-000002/259b88c6-e652-404f-979b-13a7814bb32b.png,259b88c6-e652-404f-979b-13a7814bb32b.png,"high schoolgirl sit in a cozy school classroom at night - 3 d dramatic cozy poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ",a girl sitting on a desk in a classroom,34.375,32.1875,2.1875
/content/images/part-000002/c7da5fa2-4d42-4eab-adc1-c8ee6622de22.png,c7da5fa2-4d42-4eab-adc1-c8ee6622de22.png,bud light can 1 2 oz ,a row of blue and white cans of bud bud,32.28125,37.46875,-5.1875
/content/images/part-000002/02ff04e4-f65c-44bd-8c7f-9d9a41ecdb79.png,02ff04e4-f65c-44bd-8c7f-9d9a41ecdb79.png,evil cat designed in the style of hollow knight ,a black and white cat with blue eyes,28.140625,28.390625,-0.25
/content/images/part-000002/731aee6f-4ec8-4750-bb52-228a5fdfe273.png,731aee6f-4ec8-4750-bb52-228a5fdfe273.png,evil cat by blasphemous ,a cat with green eyes is in a dark room,32.40625,28.953125,3.453125
/content/images/part-000002/6d71df9e-1233-4ce6-b9c5-9e3f8e25a338.png,6d71df9e-1233-4ce6-b9c5-9e3f8e25a338.png,"modifier, caspar david friedrich ",a painting of a man standing on a cliff,33.78125,32.4375,1.34375
/content/images/part-000002/8352a696-904f-4bd4-b5fa-fbb4eae978cc.png,8352a696-904f-4bd4-b5fa-fbb4eae978cc.png,"high school girl sits in a cozy school classroom - 3 d dramatic cozy poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ",a room filled with lots of papers and a woman sitting at a desk,31.5625,26.9375,4.625
/content/images/part-000002/e9a222e9-3040-452a-b2cf-842c18a56825.png,e9a222e9-3040-452a-b2cf-842c18a56825.png,evil cat in the style of blasphemous ,a cat sitting on a table with a light shining on it,30.5625,27.515625,3.046875
/content/images/part-000002/63e29cc3-8f77-448e-a82e-ed9c3451bf6d.png,63e29cc3-8f77-448e-a82e-ed9c3451bf6d.png,"a man made of cheese screaming, extremely detailed, trending on artstation, 8 k, - w 7 6 8 ",a yellow toy with a white face,30.953125,30.46875,0.484375
/content/images/part-000002/26f6ee77-9ce2-4a5c-a34a-bd1d24bd7202.png,26f6ee77-9ce2-4a5c-a34a-bd1d24bd7202.png,"a katharobic, bahai woman with her arm crossed in front of a plant, by tarsila do amaral, behance, figurative art, ilya kuvshinov, studio portrait, 1 9 2 0 s ",a painting of a woman sitting on a red couch,36.65625,32.46875,4.1875
/content/images/part-000002/aceb13dc-40bd-4fd4-9099-ad4946c7f752.png,aceb13dc-40bd-4fd4-9099-ad4946c7f752.png,"school girl sitting in the school bathroom - dramatic cozy poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ",a woman sitting on a toilet in a bathroom,33.0,27.78125,5.21875
/content/images/part-000002/e452ec3f-aaa1-46e9-9030-fe1e25ec8370.png,e452ec3f-aaa1-46e9-9030-fe1e25ec8370.png,"a realistic man made of cheese screaming, extremely detailed, photo, trending on artstation, 8 k, - w 7 6 8 ",a yellow head with a big mouth and teeth,33.0625,34.0625,-1.0
/content/images/part-000002/e25bdf7c-a1e1-4650-8752-fc31b56854b3.png,e25bdf7c-a1e1-4650-8752-fc31b56854b3.png,"a still of a t - rex in shaun the sheep, by aardman animation. ",a cartoon sheep is standing in the dirt,32.3125,29.421875,2.890625
